Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Gross national expenditure (current US$) [NE.DAB.TOTL.CD]
2015,YR2015,Lithuania,LTU,100,100,99.47299035,96.81706192,1952971,67.23,-0.759129788,100,100,90.71848441,82.9328668,951939,32.77,-1.312339043,16.54827,36.67061,27.85941,4.227190018,12.28826046,41848660465
2015,YR2015,Luxembourg,LUX,100,100,100,97.48556859,513663,90.179,2.687531351,100,100,99.23809524,98.76010128,55941,9.821,-0.598836201,31.59853,40.71012,13.10114,3.767920017,9.334429741,40524938359
2015,YR2015,"Macao SAR, China",MAC,..,100,100,100,615239,100,1.816016042,..,100,..,..,0,0,..,..,..,42.19713,3.002470016,13.41969967,27697695224
2015,YR2015,Madagascar,MDG,2.4,64.31484222,77.88983072,16.46197262,8745781,35.193,4.478469017,0.5,1.729286769,33.14457773,7.014848862,16105131,64.807,1.576458874,..,..,0.00634,2.210119963,16.9629097,11825662350
2015,YR2015,Malawi,MWI,10,48.7,86.23587985,33.70276502,2763250,16.313,3.874891639,0.6,3.412200166,62.24060864,23.50523938,14175692,83.687,2.543058956,43.9515,27.80192,24.20894,5.608660221,21.79789925,..
2015,YR2015,Malaysia,MYS,98.7,99.99761963,99.18356605,99.86251011,23057113,74.213,2.360097086,93,99.47181361,90.91830922,98.67944894,8011720,25.787,-0.937029435,33.197,..,..,4.894869804,19.81072998,2.78671E+11
2015,YR2015,Maldives,MDV,99.7,99.98874664,98.70980569,98.9292452,167825,38.529,5.526362663,97.3,99.64058334,98.87969927,90.86730377,267757,61.471,3.736836064,39.66326,24.30527,12.74716,3.887510061,11.44925022,3814007778
2015,YR2015,Mali,MLI,2,83.1,90.91140553,50.06169222,7243533,39.991,5.154725186,0.3,7.278037438,63.39571403,28.53558109,10869374,60.009,1.830641164,45.132,33.00698,20.77456,3.801520109,18.15549088,15142846514
2015,YR2015,Malta,MLT,100,100,100,99.9625,420192,94.414,2.457410236,100,100,100,100,24861,5.586,1.193693742,24.27479,37.54411,25.33087,5.023980141,13.15089035,10008250079
2015,YR2015,Marshall Islands,MHL,83.9,94.15802002,86.44857737,90.74579684,37458,75.811,-1.457635858,1.2,85.46989544,94.27836,58.87054184,11952,24.189,-3.768454776,..,..,..,17.62999916,31.85032082,275690900
2015,YR2015,Mauritania,MRT,70.8,78.97455597,86.38918859,68.4956331,2016084,51.089,4.395364352,18.9,..,46.69284218,17.39104839,1930136,48.911,0.850751023,..,..,..,2.829566002,12.84349346,7212548061
2015,YR2015,Mauritius,MUS,99.2,99.63345337,99.92231522,95.96853657,517780,41,-0.13799428,97.9,99.53209881,99.82768234,95.1847186,745099,59,0.320739723,20.61997,64.14047,6.82223,4.886670113,19.45709038,12517949493
2015,YR2015,Mexico,MEX,93.2,99.3,99.2635529,91.65918746,95260846,79.285,1.535980297,52.9,97.85177407,93.28669403,78.39488239,24889051,20.715,-0.232755076,32.46972,32.31004,21.47549,5.229420185,19.01874924,1.18408E+12
2015,YR2015,"Micronesia, Fed. Sts.",FSM,33.2,90.13254547,..,..,24581,22.456,0.657131811,4.4,68.01825537,..,..,84881,77.544,0.326872876,..,..,..,12.40791988,22.31238937,..
2015,YR2015,Moldova,MDA,98.9,99.97850037,96.7423994,86.00935361,1205007,42.49,-0.781168726,93.8,99.77502332,82.54249075,68.58791897,1630971,57.51,-0.756616644,..,..,..,5.805689812,18.18217087,9775862101
2015,YR2015,Monaco,MCO,100,100,100,100,36760,100,1.78404622,100,100,..,..,0,0,..,..,..,..,..,..,..
2015,YR2015,Mongolia,MNG,60.5,98.07671356,94.18552724,71.01838838,2022848,68.23,2.209112005,11.1,66.25902469,52.09388801,42.77185777,941901,31.77,1.900197201,26.44065,33.73314,11.44633,4.387156487,14.07163811,11769273633
2015,YR2015,Montenegro,MNE,72.4,99.93598175,98.13467845,97.53756835,409418,65.806,0.566550161,41.55,98.64092107,95.96066218,91.70570382,212741,34.194,-0.918952954,..,..,..,..,..,4802940395
2015,YR2015,Morocco,MAR,99.6,99.6990509,96.36941502,93.15914327,21088840,60.809,2.16662594,95.1,93.57761752,64.17252874,66.25052487,13591618,39.191,-0.14812131,..,..,..,4.645979881,4.645979881,1.18471E+11
2015,YR2015,Mozambique,MOZ,11.25,68,80.17136583,53.28309313,9234077,34.4,4.57209821,0.3,0.926827836,35.97137876,16.7260926,17609169,65.6,2.250434304,..,..,..,6.010829926,19.8523407,21015792222
2015,YR2015,Myanmar,MMR,53,90.8,88.47627629,79.80249729,15372077,29.858,1.501582168,8.4,47.6019167,67.24961354,67.61774712,36111872,70.142,0.506413158,..,..,..,2.099999905,8.734160423,63724545922
2015,YR2015,Namibia,NAM,74.7,74.6,96.54423562,51.6347408,1070588,46.9,4.07115473,12,31.28550535,70.14103138,18.17000582,1212116,53.1,-0.24777136,..,..,..,9.850769997,22.57132912,14338657355
2015,YR2015,Nauru,NRU,100,99,100,65.59552643,11185,100,2.214779795,100,100,..,..,0,0,..,..,..,..,5.59442997,12.08001995,..
2015,YR2015,Nepal,NPL,66.9,95.22505188,90.2946711,63.86854483,5123648,18.557,2.579770948,15.2,79.00410833,87.24197964,57.34182934,22486677,81.443,0.078882239,53.77015,33.31876,10.79779,3.294253588,15.02631092,30122661464
2015,YR2015,Netherlands,NLD,100,100,100,97.5,15275237,90.173,0.9802962,100,100,100,99.89348118,1664686,9.827,-4.354835105,22.34611,40.90696,30.12593,5.34815979,12.20965004,7.08145E+11
2015,YR2015,New Caledonia,NCL,..,100,..,..,186949,69.379,1.172404402,..,100,..,..,82511,30.621,-0.927680652,..,..,..,..,..,10827373128
2015,YR2015,New Zealand,NZL,100,100,100,100,3979802,86.341,2.105557973,100,100,100,100,629598,13.659,1.597674746,23.23655,36.97927,25.56619,6.325059891,16.37351036,1.7629E+11
2015,YR2015,Nicaragua,NIC,78.5,99.18092346,97.24275488,80.64158053,3646573,57.895,1.775318072,8.7,61.32706317,59.50465784,59.77067128,2652025,42.105,0.975891056,..,..,..,4.078430176,22.28290939,15056291397
2015,YR2015,Niger,NER,9,60.2,87.50853904,43.65204694,3270216,16.247,4.001336632,0.3,8.142164212,37.32994165,6.523565701,16857908,83.753,3.795435454,45.77702,32.16961,13.50337,4.486690044,18.51218987,11251753006
2015,YR2015,Nigeria,NGA,11.4,81.5,85.44885832,45.53661629,88019904,47.838,4.346763549,1.9,25.90397203,53.492449,31.75313079,95975881,52.162,0.913464953,..,..,..,..,9.25551033,4.93027E+11
2015,YR2015,North Macedonia,MKD,89.6,99.89530945,97.35295808,97.82809312,1188475,57.408,0.349375884,50.3,99.91401034,97.63323313,91.93407839,881751,42.592,-0.157516753,..,..,..,..,..,11697213078
2015,YR2015,Northern Mariana Islands,MNP,..,100,..,..,47062,91.357,-0.569959061,..,100,..,..,4452,8.643,-1.626414374,..,..,..,..,..,..
2015,YR2015,Norway,NOR,100,100,100,98,4207493,81.091,1.48833778,100,100,100,98.3,981114,18.909,-1.093061048,23.7194,29.36497,25.905,7.569330215,15.60758018,3.62081E+11
2015,YR2015,Oman,OMN,100,100,93.87714508,99.32369754,3410010,81.35,5.943949572,100,100,74.36690846,99.29855462,781766,18.65,-1.809397281,..,..,..,..,..,76407282185
2015,YR2015,Pakistan,PAK,85.7,98.22628021,93.54640884,77.25211292,76003799,36.026,1.872792953,17.1,86.89541174,87.15095676,49.0361818,134965499,63.974,0.973505626,31.0512,37.38993,22.78857,2.650019884,13.1872797,2.87996E+11
2015,YR2015,Palau,PLW,47.2,99.83183289,99.63470173,99.34870701,13908,78.159,0.815800648,50.55,98.3215575,99.61387148,96.77267322,3886,21.841,-2.916397892,..,..,..,5.710000038,14.75,..
2015,YR2015,Panama,PAN,100,99.24575806,97.51067739,88.03844932,2639227,66.696,2.229713974,100,76.29986398,83.67957953,59.91656427,1317872,33.304,0.770103523,..,..,..,2.836289883,7.864059925,56561800000
2015,YR2015,Papua New Guinea,PNG,38.5,66.09636688,84.90514306,51.58540472,1129724,13.012,2.727790966,4,11.27795199,34.990633,13.98927772,7552450,86.988,2.515618221,..,..,..,..,..,..
2015,YR2015,Paraguay,PRY,83.7,99.815336,99.09204873,92.94776983,3753105,60.75,1.877359341,35.9,98.58271415,93.34470029,79.30536711,2424845,39.25,0.721280094,..,..,..,3.338150024,12.28942013,35286442982
2015,YR2015,Peru,PER,90.7,98.874896,95.25638702,81.67988038,23757776,77.357,1.410371138,24.4,76.69268913,73.28762384,52.53717293,6954087,22.643,0.362905114,36.48986,30.77965,16.08268,3.969330072,17.57485962,1.94715E+11
2015,YR2015,Philippines,PHL,64,95.91,96.43895214,78.6187198,47687037,46.284,2.083353285,23.3,83.19498026,88.20816233,72.39996285,55344328,53.716,1.314887078,..,..,..,3.518517017,16.34444618,3.20927E+11
2015,YR2015,Poland,POL,100,100,99.68951613,99.19517857,22897449,60.278,-0.273799474,100,100,98.53790323,98.00821429,15088963,39.722,0.248543034,30.84707,30.80409,25.2831,4.809939861,11.54141045,4.67179E+11
2015,YR2015,Portugal,PRT,100,100,100,99.38302841,6578828,63.514,0.500060471,100,100,99.73877609,99.54484369,3779248,36.486,-1.985892906,28.9628,42.60779,18.30429,4.885540009,10.13582993,1.9792E+11
2015,YR2015,Puerto Rico,PRI,..,100,..,..,3251779,93.624,-1.788039024,..,100,..,..,221453,6.376,-1.334902146,..,..,..,4.678120613,17.28223038,79629600000
2015,YR2015,Qatar,QAT,100,100,..,..,2389099,98.945,8.729014397,100,100,..,..,25474,1.055,1.606619181,..,..,..,..,..,1.2872E+11
2015,YR2015,Romania,ROU,100,99.24081421,100,95.38848194,10678041,53.887,-0.494176791,100,98.20107695,100,68.57499143,9137575,46.113,-0.441853228,13.31386,41.1143,21.16444,3.109630108,9.094510078,1.79346E+11
2015,YR2015,Russian Federation,RUS,90.9,95.1,98.77593489,94.77514361,106703732,74.05,0.327692644,88.7,96.64142581,90.11010901,68.96624401,37393138,25.95,-0.192056607,..,..,21.14236,3.834029913,10.86946964,1.2625E+12
2015,YR2015,Rwanda,RWA,3.9,72.9,80.39943738,53.36942842,1979769,17.004,2.603805547,0.3,12.53564352,52.35270956,66.46699506,9663190,82.996,2.341381693,32.66495,42.62479,20.85792,3.649159908,12.5390501,10144834425
2015,YR2015,Samoa,WSM,61.6,99.57808685,91.04264868,95.18265188,38503,18.914,-0.339655745,23.2,97.82358273,91.38641565,96.5164957,165068,81.086,1.185299275,..,..,..,4.857729912,14,991102642.5
2015,YR2015,San Marino,SMR,100,100,..,..,32475,96.739,0.726264492,100,100,..,..,1095,3.261,-4.81376356,..,..,..,3.442865849,..,1028478392
2015,YR2015,Sao Tome and Principe,STP,2.8,73.04820251,79.607041,44.59398661,141137,70.174,3.198619882,0.5,53.79639861,71.28271664,31.12593281,59987,29.826,-1.351125778,..,..,..,3.864599943,11.29734039,..
2015,YR2015,Saudi Arabia,SAU,100,100,..,..,27241324,83.18,2.189460372,100,100,..,..,5508524,16.82,0.625129509,..,..,..,..,..,6.98781E+11
2015,YR2015,Senegal,SEN,53.3,86.9,93.54769776,66.68043867,6584032,45.862,3.657856949,5.9,38.13572922,65.94120156,39.67437993,7772149,54.138,1.940832506,34.16164,29.34685,32.10913,5.45637989,23.77827072,20042106813
2015,YR2015,Serbia,SRB,88.8,99.9,92.32286869,99.01060053,3951845,55.696,-0.291665657,52.8,99.9,94.72352905,95.48448185,3143538,44.304,-0.749521076,45.33953,22.88597,30.11539,3.78640008,8.87635994,42448238317
2015,YR2015,Seychelles,SYC,100,100,..,..,51754,55.4,3.01082827,100,100,..,..,41665,44.6,1.268056361,..,..,..,4.222899914,12.58697987,1496027655
2015,YR2015,Sierra Leone,SLE,1,45.4358902,75.69883758,24.39353579,2986549,40.829,3.385803567,0.1,1.87185519,45.52971384,8.34316899,4328224,59.171,1.739984136,..,..,..,3.057290077,20.36848259,5436542691
2015,YR2015,Singapore,SGP,100,100,100,100,5535002,100,1.186376937,100,100,..,..,0,0,..,..,..,..,2.863090038,19.69203949,2.23922E+11
2015,YR2015,Sint Maarten (Dutch part),SXM,..,100,95.31117933,98.78102656,38825,100,2.980223174,..,100,..,..,0,0,..,..,..,..,..,..,1167597765
2015,YR2015,Slovak Republic,SVK,100,100,99.60509406,98.68649344,2922832,53.889,-0.110721648,100,100,100,96.15853626,2500969,46.111,0.336033934,19.12471,37.9295,29.909,4.592060089,10.0485096,86222373667
2015,YR2015,Slovenia,SVN,100,100,..,..,1109788,53.781,0.492566224,100,100,..,..,953743,46.219,-0.40829025,28.33658,34.38879,19.86943,4.909530163,10.07917023,39658259007
2015,YR2015,Solomon Islands,SLB,36.5,67.6,91.26697205,76.69305454,136991,22.36,4.623814599,1.6,51.50004394,63.01213819,18.92349545,475669,77.64,1.93055984,..,..,..,10.13490009,25.20870018,1425097061
2015,YR2015,Somalia,SOM,3.6,68.50436401,74.28070864,53.60226292,5952201,43.245,4.676617337,0.4,38.08766708,29.2281926,19.11894984,7811705,56.755,2.36681788,..,..,..,..,1.421129942,..
2015,YR2015,South Africa,ZAF,93.2,87.01257324,98.84401345,75.63525244,36223620,64.828,2.873153342,64.2,82.14343517,79.03373853,70.74012672,19652884,35.172,0.617599118,..,30.66833,12.54746,5.482850075,18.69935036,3.51215E+11
2015,YR2015,South Sudan,SSD,0,11.86470318,60.70687736,29.47654433,2110349,18.852,1.036605467,0,3.170463252,36.72677973,6.576968056,9083950,81.148,-0.447568299,53.77061,17.9931,27.60846,1.465559959,3.284600019,11067809278
2015,YR2015,Spain,ESP,100,100,99.90794521,99.87981781,36971015,79.602,0.219325483,100,100,100,100,9473817,20.398,-1.227919466,26.64219,36.80384,22.35801,4.286570072,9.766460419,1.15981E+12
2015,YR2015,Sri Lanka,LKA,63.9,99.57247925,98.41224652,89.73543062,3895227,18.256,0.665146746,18,93.16010687,88.25710614,90.95602698,17441470,81.744,0.410307243,28.30497,47.111,19.38278,2.22874999,10.95026016,91212530262
2015,YR2015,St. Kitts and Nevis,KNA,100,100,..,..,14732,30.827,-0.189882059,100,100,..,..,33058,69.173,0.087763106,21.38185,40.242,15.35573,2.643460035,8.69246006,..
2015,YR2015,St. Lucia,LCA,96.8,95.56110382,96.69403318,77.2709624,32517,18.515,0.647910449,95.4,99.72882384,95.31226124,84.19564418,143106,81.485,0.426466755,34.17837,43.81544,..,3.867729902,16.45298004,..
2015,YR2015,St. Martin (French part),MAF,..,100,99.9997742,99.81437681,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,St. Vincent and the Grenadines,VCT,95.6,96.16611481,..,..,54267,50.964,0.395126068,95.8,100,..,..,52215,49.036,-1.225818117,..,..,..,5.160556793,17.20000076,..
2015,YR2015,Sudan,SDN,67.2,77.79527283,73.07645757,58.41404711,12937739,33.894,3.714176088,37.3,32.74704287,51.70743773,23.09832471,25233439,66.106,2.797882941,..,..,..,..,..,88635230874
2015,YR2015,Suriname,SUR,96.1,98.44371796,98.4033997,92.02508209,380136,66.056,0.961900435,84.2,88.24988705,90.57961632,75.68574086,195339,33.944,1.108823171,..,..,..,5.53467989,11.37660027,..
2015,YR2015,Sweden,SWE,100,100,99.81716039,99.20917611,8481489,86.553,1.411616216,100,100,99.54998653,99.64018329,1317697,13.447,-1.19260482,23.34384,27.10897,24.91335,7.443900108,15.38288021,4.85861E+11
2015,YR2015,Switzerland,CHE,100,100,100,99.8998999,6105617,73.718,1.168186391,100,100,100,99.88294903,2176779,26.282,1.054660953,28.52372,35.57103,26.2626,4.93844986,15.38836002,6.21101E+11
2015,YR2015,Syrian Arab Republic,SYR,99.7,100,95.45698719,91.27113952,10018957,52.168,-3.126994421,96.8,79.14734303,91.3857051,88.88908888,9186221,47.832,-5.802638469,..,..,..,..,..,..
2015,YR2015,Tajikistan,TJK,96.9,98.5,94.55895539,93.85774565,2279505,26.742,2.672683193,70.9,97.81748068,69.55218206,95.8490587,6244558,73.258,2.228126009,..,..,9.94552,4.967740059,16.39336014,10544664902
2015,YR2015,Tanzania,TZA,8.3,58.39748383,83.4608554,39.50148712,16612464,31.617,5.625505692,0.8,11.34446567,38.86342456,19.38044506,35930359,68.383,2.307316221,..,..,..,4.194869995,17.63455009,50480887026
2015,YR2015,Thailand,THA,88.7,99.7,99.67553684,96.78668311,33526210,47.694,2.062649241,70.5,99.50881734,98.87951671,97.39277702,36768187,52.306,-0.950077568,..,..,..,3.86397624,20.62309837,3.64463E+11
2015,YR2015,Timor-Leste,TLS,21.1,95.20179749,90.29108123,70.74715299,355594,29.49,2.973230166,2.8,55.60421528,68.95938975,43.22835873,850219,70.51,1.250525211,..,..,..,6.295632839,7.489810467,2452823300
2015,YR2015,Togo,TGO,14.6,81.95858002,88.1273297,30.23105765,2996765,40.1,3.812321151,0.7,19.83255171,47.24218328,6.72581092,4476464,59.9,1.638517327,64.47254,16.26494,17.32638,5.10860014,16.66498947,6688294665
2015,YR2015,Tonga,TON,92,100,99.06611056,96.97739806,24700,23.275,-0.70198376,66.9,100,98.39304823,92.21855244,81422,76.725,-0.404476755,..,..,..,..,..,638506436.6
2015,YR2015,Trinidad and Tobago,TTO,100,100,..,..,778552,53.319,0.477664656,100,100,..,..,681625,46.681,0.855436453,..,..,..,3.387209892,8.700969696,..
2015,YR2015,Tunisia,TUN,99.9,99.9,99.18944794,96.43852659,7865762,68.056,1.53909907,99.4,99.9,85.59067297,82.93010851,3692017,31.944,0.235813031,..,71.58674,23.93817,6.220449924,22.66534042,50562926145
2015,YR2015,Turkiye,TUR,99.5,100,96.99188504,98.81478384,58628348,73.611,2.673020409,83.9,100,94.20388299,89.76982049,21017830,26.389,-0.058423787,..,..,..,4.322199821,13.02033043,8.81825E+11
2015,YR2015,Turkmenistan,TKM,100,100,99.07997172,96.16748984,2901495,50.317,2.597396269,99.8,100,96.21978316,98.64781668,2864936,49.683,1.013377237,..,..,..,..,..,..
2015,YR2015,Turks and Caicos Islands,TCA,..,100,..,..,33686,92.195,4.716766116,..,100,..,..,2852,7.805,0.035069262,36.1024,41.47326,22.42435,3.093250036,14.19169998,..
2015,YR2015,Tuvalu,TUV,87.25,99.37030029,100,84.94467611,6497,59.73,1.394938924,35.4,96.27475421,100,81.75207255,4380,40.27,-2.524931249,..,..,..,..,..,..
2015,YR2015,Uganda,UGA,2.3,51.9,76.54635609,28.22191763,8267505,22.06,5.644021762,0.4,9.046522576,39.71700313,16.53359067,29209851,77.94,2.380470213,..,..,..,2.32152009,13.22008038,35485054331
2015,YR2015,Ukraine,UKR,98.6,100,91.33350853,97.8695516,31183829,69.061,-0.126495181,88.1,100,98.84311161,96.3494635,13970207,30.939,-0.561390717,..,..,..,5.74255991,13.34130001,93408021562
2015,YR2015,United Arab Emirates,ARE,100,100,..,..,7639464,85.674,1.261559374,100,100,..,..,1277435,14.326,-1.153691465,..,..,..,1.709201694,6.069177628,2.63159E+11
2015,YR2015,United Kingdom,GBR,100,100,100,99.03639669,53802927,82.626,1.108747983,100,100,100,99.47477432,11313292,17.374,-0.698702084,32.16658,41.03583,22.82077,5.514110088,13.49020958,2.98335E+12
2015,YR2015,United States,USA,100,100,99.82127981,99.84323742,261950744,81.671,0.966674782,100,100,97.78011851,99.41923309,58788250,18.329,-0.284256234,..,..,..,4.953410149,13.54563999,1.87322E+13
2015,YR2015,Uruguay,URY,100,99.806205,99.52946198,96.7184945,3234208,95.045,0.433656929,100,100,91.49584384,94.59577659,168610,4.955,-1.66974905,..,..,..,4.554249763,14.72430038,57895210018
2015,YR2015,Uzbekistan,UZB,98.5,100,99.35901562,100,15884192,50.75,1.547412369,73.7,99.78089308,95.64239155,100,15414708,49.25,1.947505879,..,..,..,5.494440079,22.36525917,90388168461
2015,YR2015,Vanuatu,VUT,28.3,89.33394623,99.03735599,65.07513538,69002,24.961,2.784712924,2.3,39.92838528,86.97805066,49.50317455,207436,75.039,2.250397218,41.29508,28.73318,..,5.603380203,13.48810005,861241560.7
2015,YR2015,"Venezuela, RB",VEN,98.7,100,..,..,26913166,88.154,1.119531254,81.9,100,..,..,3616550,11.846,1.023790313,..,..,..,1.930179954,15.67998981,..
2015,YR2015,Vietnam,VNM,93.6,99.99878693,98.21274352,92.82013434,31168990,33.809,3.116340974,71.8,98.87389759,90.83306799,74.59692821,61022408,66.191,-0.00075218,..,..,..,4.465760231,17.11952019,2.44274E+11
2015,YR2015,Virgin Islands (U.S.),VIR,..,100,..,..,102703,95.35,-0.014604154,..,100,..,..,5009,4.65,-3.047517861,..,..,..,..,..,..
2015,YR2015,West Bank and Gaza,PSE,..,100,96.70625962,96.69572308,3218283,75.368,2.629409538,..,99.59402401,95.38114235,94.7720058,1051809,24.632,1.260515063,..,..,..,4.663219929,15.49322033,19348200000
2015,YR2015,"Yemen, Rep.",YEM,94.2,93.22470093,76.0725119,80.54530166,9917199,34.777,4.4884117,43.3,53.65305495,44.95826816,36.11847128,18599346,65.223,1.779007977,..,..,..,..,..,..
2015,YR2015,Zambia,ZMB,30.5,67.7,85.90549729,42.59052658,6809146,41.907,4.45259503,2.3,4.697571163,43.61683432,20.41627792,9439084,58.093,2.292223962,62.71365,24.90163,11.83535,4.624330044,16.3355999,23000625782
2015,YR2015,Zimbabwe,ZWE,79.5,81.2,93.56863574,48.74787869,4584076,32.385,1.769505057,5.6,10.94931853,51.25006071,33.03061046,9570861,67.615,2.312449854,..,..,..,5.812789917,29.47083092,23642016200
2015,YR2015,Africa Eastern and Southern,AFE,38.54318002,67.02233174,82.07959895,44.31259518,206556403,34.42558369,4.282729397,7.015916715,16.51663298,40.63609241,21.07327295,393452021,65.57441631,2.042227562,..,..,..,4.815085173,16.9629097,9.79395E+11
2015,YR2015,Africa Western and Central,AFW,20.82123353,78.24545228,85.26049021,43.65450457,183117253,44.80586326,4.178107708,2.01664275,22.76561068,51.25205221,21.99428385,225573122,55.19413674,1.571882489,..,..,..,3.057290077,13.12199497,7.87562E+11
2015,YR2015,Arab World,ARB,94.36413047,97.19574321,93.74871656,89.77894752,235145769,57.84615313,2.75797536,77.35879785,79.58980111,75.71483752,67.10029702,171356230,42.15384687,1.341241452,..,..,..,3.930850029,10.42715502,2.49124E+12
2015,YR2015,Caribbean small states,CSS,94.70495267,98.45754336,..,..,3681386,50.95625359,0.803357679,85.68417215,93.02999257,..,..,3543216,49.04374641,0.402919016,36.68302,39.44272,17.387,4.421210051,14.37622452,..
2015,YR2015,Central Europe and the Baltics,CEB,100,99.71645181,99.7829955,97.1087419,64165146,62.14067246,-0.186829794,100,99.21045209,98.97857512,89.49595897,39092740,37.85932754,-0.301418515,19.12471,34.38879,22.0921,4.809939861,10.09977818,1.25735E+12
2015,YR2015,East Asia & Pacific,EAS,86.15287639,99.65041468,97.23365716,89.45008972,1294988514,56.43863813,2.32123121,49.05399173,94.98438919,83.93622967,74.03210677,999518506,43.56136187,-1.293970025,..,..,..,3.82487011,15.3179636,2.14297E+13
2015,YR2015,Euro area,EMU,100,100,99.92485703,99.08602244,259180525,76.33853417,0.581765648,100,100,99.75227903,98.85751454,80334150,23.66146583,-0.583325327,23.86188,37.69886,23.3454,4.909530163,10.99915981,1.1155E+13
2015,YR2015,Europe & Central Asia,ECS,98.03335267,99.1408118,98.77453526,97.98322064,649265373,71.63636097,0.757432915,91.10995392,99.23963058,95.31166988,91.75717356,257069574,28.36363903,-0.129800783,23.79064,36.80384,22.12875,4.897535086,11.77554512,1.97727E+13
2015,YR2015,Europe & Central Asia (excluding high income),ECA,95.06138601,97.89909621,97.26100549,96.53919795,261665732,67.10973982,0.999814112,82.06279874,98.60396171,91.68820274,86.92311197,128241504,32.89026018,0.224582806,..,..,..,3.921794891,11.46173,2.84889E+12
2015,YR2015,European Union,EUU,100,99.94462729,99.90289114,98.74721625,328571822,73.90777231,0.477072783,100,99.73391326,99.55400118,96.04591972,115998232,26.09222769,-0.507251781,23.43973,37.46822,22.851705,4.909530163,10.99915981,1.29628E+13
2015,YR2015,High income,HIC,99.99602146,99.98568759,99.82386073,99.25869401,973882441,80.3262197,0.780148445,99.92829167,99.7609525,98.73944839,97.27589262,238526717,19.6737803,-0.326263087,23.86188,36.737225,25.098225,4.865230083,12.31994009,4.77971E+13
2015,YR2015,Late-demographic dividend,LTE,89.56637492,99.56475777,98.10133058,91.99585264,1350634954,59.80478314,2.160849132,57.75299248,99.29140595,86.40269327,77.5174422,907771288,40.19521686,-1.540711221,..,..,21.273015,4.512319803,12.9755702,1.78889E+13
2015,YR2015,Latin America & Caribbean,LCN,95.21657777,99.37616865,98.81511456,90.14719478,496525353,79.91008068,1.361870193,57.20080912,89.01930357,85.29128435,66.06808032,124829736,20.08991932,-0.26173699,..,..,20.958645,4.470389843,16.21810913,5.44811E+12
2015,YR2015,Latin America & the Caribbean (IDA & IBRD countries),TLA,95.20018477,99.35963238,98.84088623,90.1079752,483705904,79.9070645,1.406768721,56.50657503,88.82767828,85.17595654,65.66839676,121629690,20.0929355,-0.265688521,36.48986,32.31004,20.958645,4.470389843,16.21810913,5.24882E+12
2015,YR2015,Middle East & North Africa,MEA,99.11017869,99.50281196,96.95468768,93.74269522,282176862,64.05737008,2.695858125,90.93288775,92.12026886,85.08540853,79.51216045,158329611,35.94262992,0.914304456,..,..,..,4.2104249,11.63226986,3.10675E+12
2015,YR2015,Middle income,MIC,83.16662992,97.10343935,95.86783467,82.91337155,2801421327,50.21959842,2.431815833,37.7893593,82.78758863,82.57790718,60.09849714,2776921418,49.78040158,-0.026683982,..,..,..,4.023880124,15.02631092,2.6135E+13
2015,YR2015,North America,NAC,100,100,99.77177333,99.79091152,291027807,81.63309369,0.954067354,100,100,97.8859912,99.3744862,65479332,18.36690631,-0.20137337,..,..,..,4.846395016,12.94862986,2.03326E+13
2015,YR2015,Pacific island small states,PSS,51.85698832,91.38752157,95.92260429,87.72303196,925015,38.04409776,1.678268793,12.66313496,70.88158823,79.80750985,60.10959739,1506411,61.95590224,0.725480271,..,..,..,..,..,10070958116
2015,YR2015,South Asia,SAS,79.93549361,97.1529762,93.7360687,69.77697276,581594133,32.75580601,2.46937439,23.71718706,81.73431796,86.10781979,49.7192764,1193951047,67.24419399,0.632072701,42.410675,35.354345,17.668285,2.952909946,12.84813976,2.78163E+12
2015,YR2015,Sub-Saharan Africa,SSF,30.21520068,72.29635263,83.57457668,44.00330111,389673656,38.63131919,4.233538928,5.194178376,18.69179055,44.50481472,21.40891245,619025143,61.36868081,1.870329939,..,..,..,3.67008996,16.6646595,1.76662E+12
